cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
573221,1,28,0,0," 2,354 ",192, 707 ,48," 1,647 ",144, 351 , 829 ,156, 138 ,20," 1,521 ",100,6,7, 27 ,MGM,external,reduced_fee,6,1,1,0,0," 9,000 ",0,0,0,0,0,0.114, 313 , 313 ,877,0, -   ,1,0.986346,0, -   , -   ,0, -   ,0
573222,1,70,0,0," 4,003 ",422," 2,749 ",338," 1,255 ",84, 97 ," 1,882 ",80, 156 ,12," 2,985 ",336,8,11, (26),MGM,external,reduced_fee,5,1,0,0,1," 33,333 ",1,0,0,0,0,0," 1,103 "," 1,100 ",1353,0, -   ,1,0.063941,0," 10,828 ", -   ,0," 1,060 ",2
573223,2,39,1,0," 5,494 ",536," 1,220 ",204," 4,274 ",332, 267 ," 1,924 ",280, 735 ,30," 2,481 ",244,15,1023, 12 ,Affiliates,external,no_fee,54,1,0,0,1," 144,000 ",0,0,0,0,0,0," 1,593 "," 1,585 ",1095,0, -   ,2,0.055083,0.1259," 15,232 "," 1,875 ",2," 1,324 ",2
573224,1,32,1,0," 2,942 ",608, 453 ,122," 2,489 ",486, 597 ," 1,286 ",340, 547 ,140, 843 ,198,6,13, 20 ,MGM,external,no_fee,15,1,0,0,1," 6,000 ",0,1,0,0,0,0," 1,313 "," 1,311 ",1205,0, -   ,1,0.522613,0, -   , -   ,0, -   ,0
573225,1,31,1,0," 3,209 ",668," 1,056 ",232," 2,153 ",436, 42 , 526 ,80," 1,004 ",116," 1,155 ",258,6,8, (49),MGM,external,no_fee,11,1,0,0,0," 20,000 ",1,3,0,0,0,0, 532 , 532 ,1171,0, -   ,1,0.122748,0, -   , -   ,0, -   ,0
573226,2,62,1,0," 15,851 ",594," 4,264 ",340," 11,587 ",254, 133 , 111 ,28, 431 ,18," 13,267 ",440,15,163, 78 ,Partnerships - In Store,external,no_fee,75,1,0,0,1," 60,800 ",0,0,0,0,0,0.003," 5,699 "," 5,664 ",774,0, -   ,2,0,0," 59,100 ", -   ,0, 138 ,2
573227,1,30,0,0, 188 ,20, 47 ,6, 141 ,14, 4 , 50 ,20, -   ,0, 135 ,10,0,0, (2),Unreferred,external,no_fee,29,1,0,0,1," 8,000 ",1,0,0,0,0,0, 501 , 501 ,1350,0, -   ,1,0.09848,0, -   , -   ,0, -   ,0
573228,1,60,1,0," 2,919 ",312," 1,976 ",208, 943 ,104, 98 ," 1,317 ",244, 333 ,8," 1,904 ",214,4,5, (109),Affiliates,external,reduced_fee,6,1,0,0,1," 60,000 ",0,1,0,0,0,0, 741 , 740 ,1376,0, -   ,1,0.019609,0," 12,793 ", -   ,0, 672 ,2
573229,1,38,1,0, 274 ,62, 234 ,54, 40 ,8, -   , -   ,0, -   ,0, 200 ,46,0,0, (2),Affiliates,external,no_fee,5,1,0,0,0," 3,333 ",0,0,0,0,0,0.01, -   , -   ,1083,0, -   ,1,-0.00013,0.2039," 1,716 ", 709 ,3, -   ,2
573230,1,31,0,0," 2,726 ",228, 47 ,12," 2,680 ",216, 42 , 264 ,52, 248 ,22, 47 ,12,4,4, (24),MGM,external,no_fee,4,1,0,0,0," 23,733 ",0,0,0,0,0,0, 625 , 625 ,1274,0, -   ,1,0.099162,0, -   , -   ,0, -   ,0
573231,1,36,0,0," 4,473 ",688," 1,961 ",206," 2,512 ",482, 206 ," 1,459 ",124, 612 ,262," 2,633 ",236,0,0, (85),MGM,external,full_fee,11,1,0,0,1," 64,000 ",0,1,0,0,0,0," 1,215 "," 1,099 ",1300,0, -   ,1,0.087115,0," 2,092 ", -   ,0, 217 ,2
573232,2,34,1,1," 4,069 ",918, 810 ,280," 3,259 ",638, 518 ," 1,087 ",324, 664 ,264," 1,548 ",368,9,13, 72 ,In House,others,full_fee,40,1,0,0,1," 41,600 ",0,0,0,0,0,0," 1,104 "," 1,069 ",1331,1, 747 ,1,0.001137,0, -   , -   ,0, -   ,0
573233,2,39,0,0," 20,961 ",256," 13,793 ",122," 7,169 ",134, 151 ," 2,606 ",156," 4,881 ",26," 2,925 ",184,5,5, (16),Unreferred,external,no_fee,16,1,0,0,1," 68,000 ",1,0,0,0,0,0," 2,578 "," 2,578 ",1251,0, -   ,2,0.196824,0," 10,106 ", -   ,0, 189 ,2
573234,1,74,1,1," 2,351 ",146, 301 ,36," 2,050 ",110, 379 ," 1,245 ",180," 1,786 ",42, 401 ,84,9,17," 1,218 ",,,full_fee,157,1,1,0,0," 120,000 ",0,1,0,0,0,0.012," 1,875 "," 1,875 ",914,0, -   ,1,0.952648,0.0616," 6,204 "," 14,930 ",9, -   ,0
573235,2,39,1,0," 3,435 ",838," 1,027 ",400," 2,408 ",438, 207 ," 1,334 ",192," 1,029 ",148," 1,312 ",474,5,5, (22),MGM,spillover,full_fee,12,1,0,0,1," 79,600 ",1,2,2,0,0,0, 899 , 621 ,1140,0, -   ,2,0.050864,0, -   , -   ,0, -   ,0
573236,3,32,1,0," 8,060 ",456," 3,856 ",286," 4,205 ",170, 390 ," 3,373 ",200," 2,299 ",70," 5,084 ",314,21,66, 34 ,Unreferred,external,no_fee,22,1,0,0,1," 40,000 ",0,3,0,0,0,0.001," 1,780 "," 1,768 ",1350,1, 546 ,2,0,0, -   , -   ,0, -   ,0
573237,2,39,0,0," 2,349 ",450, 695 ,140," 1,654 ",310, 330 ," 1,570 ",280, 609 ,42," 1,229 ",218,5,11, (27),Affiliates,external,no_fee,13,1,0,0,0," 106,400 ",1,0,0,0,0,0, 386 , 385 ,1350,0, -   ,2,0.004116,0, -   , -   ,0, -   ,0
573238,1,36,0,0, 94 ,16, 68 ,10, 27 ,6, -   , -   ,0, -   ,0, 76 ,10,3,3, (0),Unreferred,external,no_fee,1,0,0,0,0," 5,333 ",0,0,0,0,0,0.001, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
573239,1,45,0,0," 8,876 ",162," 1,252 ",36," 7,624 ",126, 731 ," 5,579 ",256," 3,085 ",4," 4,195 ",136,5,6, 103 ,MGM,spillover,reduced_fee,30,1,0,0,1," 79,600 ",1,1,1,0,0,0," 1,871 "," 1,583 ",1300,0, -   ,1,0.017438,0, -   , -   ,0, -   ,0
573240,1,65,1,1," 11,980 ",440," 3,827 ",258," 8,154 ",182," 2,186 "," 5,611 ",252," 4,434 ",52," 5,463 ",280,9,36, 10 ,In House,others,full_fee,8,1,0,0,1," 36,000 ",1,0,0,0,0,0," 2,347 "," 2,347 ",1331,0, -   ,1,0.162304,0," 8,246 ", -   ,0, 209 ,2
573241,1,57,1,0," 7,279 ",1106," 1,789 ",536," 5,491 ",570, 723 ," 3,908 ",464," 1,791 ",196," 2,782 ",588,8,18, 21 ,Unreferred,spillover,no_fee,12,1,0,0,1," 16,933 ",1,0,0,0,0,0," 2,196 "," 1,580 ",1243,0, -   ,1,0.555234,0, -   , -   ,0, -   ,0
573242,1,38,1,0," 8,439 ",876," 1,609 ",198," 6,830 ",678," 2,622 "," 3,321 ",332," 3,796 ",352," 2,693 ",326,9,86, 5 ,MGM,external,full_fee,56,1,0,0,1," 80,400 ",1,0,0,0,0,0," 2,258 "," 2,074 ",1312,0, -   ,1,0.153681,0, -   , -   ,0, -   ,0
573243,1,67,0,0," 2,634 ",72, 621 ,28," 2,013 ",44, 35 ," 1,241 ",48," 1,829 ",10, 732 ,44,7,15, 3 ,Partner,external,no_fee,42,1,0,0,0," 51,200 ",0,0,0,0,0,0," 1,083 "," 1,083 ",1285,0, -   ,1,-0.000297,0, -   , -   ,0, -   ,0
573244,1,53,1,0," 3,105 ",368," 1,632 ",176," 1,473 ",192, 204 ," 1,509 ",348, 263 ,12," 2,136 ",260,4,4, (4),Affiliates,external,no_fee,26,1,0,0,1," 43,867 ",1,0,0,0,0,0, 615 , 596 ,1376,0, -   ,1,0.036241,0," 1,308 ", -   ,0, 97 ,2
573245,1,45,1,0," 2,927 ",216," 1,195 ",96," 1,732 ",120, 301 ," 1,703 ",184, 893 ,16," 1,814 ",170,9,33, (15),In House,others,no_fee,84,1,0,0,0," 33,600 ",0,0,0,0,0,0, 681 , 681 ,1258,0, -   ,1,0.20881,0, -   , -   ,0, -   ,0
573246,1,51,1,1," 5,724 ",434, 956 ,168," 4,769 ",266," 1,576 "," 3,447 ",236," 1,805 ",26," 2,493 ",236,5,5, 65 ,Affiliates,external,full_fee,18,1,0,0,1," 56,000 ",1,0,0,0,0,0," 2,307 "," 1,520 ",1346,0, -   ,1,0.090097,0," 1,695 ", -   ,0, 203 ,3
573247,1,61,1,1," 6,616 ",68," 4,132 ",18," 2,484 ",50, 985 ," 5,211 ",60," 1,621 ",24," 4,399 ",24,4,6, (107),Partner,external,full_fee,3,1,1,0,1," 10,667 ",0,0,0,0,0,0," 3,143 "," 3,143 ",0,0, -   ,1,0.519271,0, -   , -   ,0, -   ,0
573248,1,34,1,1," 10,936 ",1562," 1,092 ",104," 9,845 ",1458," 2,555 "," 5,624 ",1200," 5,076 ",696," 2,167 ",214,5,10, 188 ,Unreferred,external,reduced_fee,14,1,0,0,0, -   ,0,1,1,0,0,0.001," 3,855 "," 3,855 ",1274,1," 1,371 ",0,0,0, -   , -   ,0, -   ,0
573249,1,50,0,1," 3,927 ",284, 871 ,96," 3,056 ",188, 311 ," 2,296 ",240, 282 ,10," 2,858 ",178,4,5, (93),MGM,external,full_fee,3,1,0,0,1," 11,800 ",0,0,0,0,0,0, 959 , 955 ,1235,0, -   ,1,0.40625,0, -   , -   ,0, -   ,0
573250,2,45,1,1," 4,215 ",642, 826 ,234," 3,389 ",408, 138 ," 1,122 ",180, 665 ,44," 1,578 ",300,0,0, 61 ,Affiliates,spillover,full_fee,12,1,0,0,1," 80,000 ",1,0,0,0,0,0," 1,330 "," 1,282 ",1353,0, 91 ,2,0.042672,0," 1,360 ", -   ,0, 323 ,2
573251,1,37,0,0," 4,943 ",216, 883 ,30," 4,060 ",186, 785 ," 3,476 ",156," 2,022 ",30, 863 ,86,5,5, 379 ,Direct,external,reduced_fee,11,1,0,1,0," 46,000 ",1,1,0,0,0,0.007," 3,555 "," 3,555 ",1251,0, -   ,1,0.456529,0," 1,756 ", -   ,0, -   ,2
573252,1,62,0,0, 804 ,28, 671 ,12, 133 ,16, -   , 657 ,16, 45 ,6, 656 ,12,4,5, (30),Affiliates,external,no_fee,1,0,0,0,0," 9,333 ",0,0,0,0,0,0, -   , -   ,1331,0, -   ,1,0.097892,0," 6,895 ", -   ,0, 859 ,2
573253,1,31,1,0," 4,421 ",1054, 511 ,188," 3,910 ",866, 382 ," 1,609 ",432," 1,298 ",358," 1,045 ",224,5,5, 38 ,Affiliates,external,no_fee,12,1,0,0,1," 41,333 ",0,0,0,0,0,0," 1,466 "," 1,331 ",1209,0, -   ,1,0.076386,0, -   , -   ,0, -   ,0
573254,2,40,0,0," 2,086 ",88, 106 ,14," 1,980 ",74, 468 ," 1,633 ",116, 186 ,10," 1,035 ",30,0,0, (5),Unreferred,spillover,no_fee,46,1,0,0,1," 28,000 ",0,1,0,0,0,0.012, 469 , 469 ,1323,1, 56 ,1,0.029185,0, -   , -   ,0, -   ,0
573255,1,65,0,0," 2,666 ",32, 193 ,16," 2,474 ",16, -   ," 2,262 ",16," 2,153 ",10, 487 ,20,9,17, 219 ,Unreferred,external,no_fee,30,1,1,0,0," 38,267 ",0,0,0,0,0,0.099, 792 , 792 ,907,0, -   ,1,0.821616,0.0179, 625 ," 5,074 ",5, -   ,0
573256,1,40,1,0," 2,118 ",444," 1,295 ",298, 823 ,146, 183 , 458 ,164, 7 ,2," 1,754 ",368,5,5, (6),Partner,external,no_fee,25,1,0,0,1," 20,000 ",1,0,0,0,0,0, 529 , 529 ,1289,0, -   ,1,0.008674,0," 1,285 ", -   ,0, 10 ,2
573257,2,52,1,0," 2,619 ",126, 462 ,62," 2,157 ",64, 82 , 720 ,52, 520 ,10," 1,845 ",84,5,31, (1),Unreferred,spillover,no_fee,13,1,0,0,0," 41,933 ",0,0,0,0,0,0," 1,335 "," 1,335 ",1350,0, -   ,2,0.146306,0.0248," 18,788 "," 3,292 ",3," 1,250 ",3
573258,1,44,1,0," 4,929 ",642," 2,121 ",276," 2,809 ",366, 270 ," 1,945 ",344, 456 ,122," 3,230 ",306,9,37, (27),MGM,external,full_fee,11,1,0,0,1," 68,000 ",1,0,0,0,0,0," 1,478 "," 1,457 ",1274,0, -   ,1,0.072501,0, 308 , -   ,0, 64 ,2
573259,1,30,1,0," 1,962 ",270, 215 ,78," 1,746 ",192, 755 , 493 ,36," 1,132 ",20, 100 ,56,5,5, (17),MGM,external,no_fee,3,1,0,0,1," 10,000 ",1,0,0,0,0,0, 958 , 958 ,1296,0, -   ,1,0.144404,0, -   , -   ,0, -   ,0
573260,1,33,0,1," 6,322 ",252," 1,183 ",44," 5,139 ",208, 414 ," 3,178 ",152," 2,385 ",56," 2,365 ",82,6,21, 179 ,,spillover,full_fee,57,1,0,0,0, -   ,0,0,0,0,0,0," 1,877 "," 1,853 ",1376,1, 730 ,0,0,0, -   , -   ,0, -   ,0
573261,4,46,1,1," 5,551 ",510," 1,424 ",204," 4,127 ",306, 106 ," 3,533 ",424," 2,147 ",18," 1,463 ",258,27,319, (181),In House,others,full_fee,16,1,0,0,1," 126,600 ",0,5,3,1,0,0," 1,818 "," 1,185 ",1376,1, 15 ,3,0.004959,0, -   , -   ,0, -   ,0
573262,1,48,0,0, 632 ,52, 28 ,6, 604 ,46, 238 , 273 ,56, 529 ,34, 28 ,6,0,0, 326 ,Unreferred,external,no_fee,53,1,0,1,0," 47,200 ",1,0,0,0,0,0.021, 397 , 397 ,1232,0, -   ,1,0.735116,0, -   , -   ,0, -   ,0
573263,1,36,1,0," 13,860 ",988," 2,596 ",162," 11,265 ",826," 5,792 "," 5,742 ",1228," 4,739 ",514," 5,755 ",276,9,26, 252 ,MGM,external,reduced_fee,10,1,0,0,1," 32,800 ",1,0,0,0,0,0," 2,463 "," 2,424 ",1167,0, -   ,1,0.122892,0, -   , -   ,0, -   ,0
573264,1,49,0,0, 370 ,20, 99 ,8, 271 ,12, 143 , 182 ,20, -   ,0, 172 ,10,4,10, 4 ,MGM,external,no_fee,2,1,0,0,0," 13,333 ",1,0,0,0,0,0.007, -   , -   ,876,0, -   ,1,0.013189,0, -   , -   ,0, -   ,0
573265,1,35,1,0, 344 ,140, 115 ,74, 229 ,66, 17 , 49 ,24, 80 ,34, 138 ,78,4,15, 1 ,Unreferred,external,full_fee,1,0,0,0,0," 1,000 ",0,0,0,0,0,0.001, -   , -   ,727,0, -   ,1,0.098773,0, -   , -   ,0, -   ,0
573266,1,41,1,0, 27 ,8, 21 ,4, 6 ,4, -   , -   ,0, 3 ,2, 21 ,4,4,5, 0 ,Affiliates,external,reduced_fee,1,0,0,0,0," 1,533 ",0,0,0,0,0,0.029, -   , -   ,0,0, -   ,1,0.013034,0, -   , -   ,0, -   ,0
573267,1,41,0,1," 15,716 ",354," 2,633 ",56," 13,083 ",298," 1,500 "," 5,460 ",288," 3,990 ",32," 4,671 ",90,6,7, 226 ,Unreferred,external,full_fee,98,1,0,0,0," 97,600 ",0,0,0,0,0,0," 5,417 "," 5,417 ",0,0, -   ,1,0.050639,0.0907," 8,435 "," 6,416 ",3, -   ,2
573268,2,33,1,0," 5,762 ",524," 1,581 ",174," 4,182 ",350, 316 ," 3,097 ",272," 1,060 ",14," 1,439 ",242,11,11, (61),MGM,spillover,full_fee,37,1,0,0,1," 62,000 ",0,1,1,0,0,0," 1,656 "," 1,600 ",1262,0, -   ,2,0.009018,0.2684," 12,542 "," 1,121 ",3, 329 ,3
573269,1,34,1,0," 5,618 ",518," 2,334 ",96," 3,285 ",422," 1,194 "," 2,972 ",720," 1,437 ",194," 3,323 ",232,0,0, 39 ,In House,others,full_fee,52,1,0,0,1," 18,533 ",0,0,0,0,0,0," 1,641 "," 1,581 ",1148,0, -   ,1,-0.009934,0, -   , -   ,0, -   ,0
573270,2,46,0,1," 2,567 ",234, 951 ,80," 1,616 ",154, 183 ," 1,423 ",232, 462 ,26," 1,284 ",130,15,19, 162 ,MGM,spillover,full_fee,12,1,0,0,1," 60,000 ",0,2,2,0,0,0," 1,132 ", 919 ,1346,1, 139 ,1,0,0, -   , -   ,0, -   ,0
573271,1,64,0,0, 421 ,188, 45 ,36, 377 ,152, 33 , 104 ,28, 2 ,4, 130 ,46,7,212, 2 ,Affiliates,spillover,reduced_fee,5,1,0,0,1," 29,333 ",1,2,2,0,1,0," 1,063 ", 839 ,1372,0, 1 ,1,0.04234,0.0222, 820 , 804 ,2, 230 ,2
573272,1,29,0,0," 1,181 ",224, 285 ,40, 896 ,184, 45 , 706 ,192, 69 ,6, 663 ,82,0,0, 15 ,Unreferred,external,no_fee,21,1,0,0,1," 9,333 ",0,0,0,0,0,0.001, 309 , 309 ,1099,0, -   ,1,0.077423,0, -   , -   ,0, -   ,0
573273,1,30,1,0," 3,415 ",556, 531 ,120," 2,884 ",436, 495 ," 1,077 ",360, 949 ,202, 951 ,182,5,6, 40 ,MGM,external,full_fee,11,1,0,0,1," 20,000 ",1,0,0,0,0,0, 768 , 768 ,1255,0, -   ,1,0.016518,0, -   , -   ,0, -   ,0
573274,1,30,1,0," 5,789 ",360, 68 ,18," 5,722 ",342, 103 , 822 ,268," 5,084 ",262, 161 ,24,5,8, 40 ,MGM,external,full_fee,10,1,0,0,1," 18,000 ",1,4,1,0,0,0," 1,238 "," 1,181 ",1255,0, -   ,1,0.074595,0, -   , -   ,0, -   ,0
573275,1,43,1,0," 67,780 ",1812," 4,444 ",638," 63,340 ",1174," 7,258 "," 9,904 ",844," 9,513 ",240," 46,479 ",910,9,17, 819 ,Unreferred,external,full_fee,9,1,0,0,0, -   ,1,0,0,0,0,0," 13,366 "," 13,241 ",1209,1," 7,147 ",0,0,0, 390 , -   ,0, 167 ,2
573276,1,64,1,0," 9,855 ",442," 3,294 ",194," 6,561 ",248, 416 ," 2,235 ",200," 3,856 ",106," 3,734 ",200,9,18, 7 ,Partner,external,no_fee,9,1,0,0,1," 65,333 ",0,0,0,0,0,0," 2,097 "," 2,097 ",1293,0, -   ,1,0.071713,0," 1,758 ", -   ,0, -   ,2
573277,1,42,1,1," 10,964 ",188," 8,881 ",86," 2,084 ",102, 212 ," 2,647 ",44, 222 ,2," 9,534 ",82,3,3, (87),Affiliates,external,full_fee,5,1,0,0,0," 33,333 ",0,0,0,0,0,0," 2,132 "," 2,060 ",1300,0, -   ,1,0.011765,0," 3,639 ", -   ,0, 89 ,2
573278,3,36,1,0," 3,777 ",428," 1,286 ",128," 2,491 ",300, 218 ," 1,307 ",304, 638 ,62," 1,977 ",192,9,12, (21),Unreferred,spillover,no_fee,84,1,0,1,1," 66,667 ",0,0,0,0,0,0, 763 , 761 ,1312,0, -   ,3,0.054259,0," 2,318 ", -   ,0, 132 ,2
573279,1,32,0,0," 1,839 ",240, 151 ,24," 1,687 ",216, 59 ," 1,459 ",164, 738 ,8, 776 ,80,0,0, (10),MGM,spillover,full_fee,39,1,0,0,0," 8,400 ",0,1,0,0,0,0.001, 714 , 714 ,963,0, -   ,1,0.346839,0, -   , -   ,0, -   ,0
573280,1,41,1,0," 15,376 ",688," 3,692 ",302," 11,685 ",386," 2,984 "," 12,094 ",516," 4,472 ",132," 5,303 ",286,7,12, 39 ,In House,others,full_fee,51,1,0,0,1," 85,600 ",1,0,0,0,0,0," 2,430 "," 2,429 ",1247,0, -   ,1,0.401342,0, -   , -   ,0, -   ,0
573281,1,36,1,0," 2,605 ",408, 742 ,166," 1,863 ",242, 922 ," 1,315 ",368, 856 ,120," 1,401 ",226,7,11, (11),Affiliates,external,no_fee,23,1,0,0,1," 55,000 ",1,1,0,0,0,0," 1,636 "," 1,630 ",1232,0, -   ,1,0.008959,0, -   , -   ,0, -   ,0
573282,2,66,1,0," 4,705 ",446," 2,189 ",242," 2,516 ",204, 393 ," 1,990 ",260," 1,194 ",8," 1,778 ",212,15,835, 66 ,Unreferred,external,full_fee,22,1,0,0,1," 90,667 ",1,0,0,0,0,0.004," 3,778 "," 3,775 ",1011,0, -   ,2,0.16489,0.2071," 9,218 "," 3,717 ",3, -   ,0
573283,2,35,1,0," 5,184 ",594," 1,338 ",242," 3,846 ",352, 514 ," 2,301 ",324," 1,360 ",124," 1,885 ",288,0,0, 9 ,MGM,external,reduced_fee,10,1,0,0,0," 5,333 ",0,2,0,0,0,0.004," 1,134 "," 1,132 ",953,1, 633 ,1,0,0, -   , -   ,0, -   ,0
573284,1,36,1,0, 994 ,158, 269 ,82, 725 ,76, 321 , 217 ,52, 297 ,16, 335 ,86,3,3, (22),Unreferred,external,no_fee,4,1,0,0,0," 29,333 ",0,0,0,0,0,0, 325 , 325 ,1213,0, -   ,1,0.006749,0, -   , -   ,0, -   ,0
573285,1,36,1,1," 4,896 ",1156," 1,301 ",406," 3,595 ",750," 1,088 "," 2,113 ",252, 527 ,332," 2,991 ",466,6,7, 79 ,MGM,spillover,reduced_fee,15,1,0,0,0, -   ,0,1,1,0,0,0," 1,083 "," 1,083 ",1308,1, 589 ,0,0,0, -   , -   ,0, -   ,0
573286,1,39,1,0," 6,720 ",278," 1,213 ",134," 5,508 ",144," 4,131 ", 797 ,48, 845 ,26," 1,797 ",146,0,0, 117 ,MGM,external,reduced_fee,32,1,0,0,0, -   ,1,0,0,0,0,0.001," 2,866 "," 2,777 ",1350,1, 783 ,0,0,0.1284, 787 , 539 ,2, -   ,0
573287,1,41,0,0," 4,034 ",760, 700 ,148," 3,335 ",612," 1,324 "," 1,745 ",432," 1,472 ",194," 1,078 ",370,5,13, (74),Search,external,no_fee,19,1,0,0,1," 52,000 ",1,4,0,0,0,0, 796 , 796 ,1255,0, -   ,1,0.10643,0," 1,407 ", -   ,0, 52 ,3
573288,1,53,0,0," 3,446 ",388, 906 ,162," 2,540 ",226, 156 ," 1,047 ",348, 174 ,14," 2,370 ",258,4,7, 25 ,Paid Search,external,full_fee,9,1,0,0,1," 40,000 ",1,0,0,0,0,0, 870 , 835 ,1315,0, -   ,1,0.073505,0," 130,824 ", -   ,0," 8,327 ",3
573289,1,32,0,0," 2,523 ",478, 193 ,52," 2,330 ",426, 539 ," 1,234 ",184, 737 ,168, 631 ,92,4,4, (12),Partner,external,no_fee,9,1,0,0,1," 8,000 ",0,1,0,0,0,0," 1,285 ", 744 ,1114,0, -   ,1,0.524875,0, -   , -   ,0, -   ,0
573290,1,49,0,0, 846 ,190, 681 ,156, 165 ,34, 15 , 35 ,24, 10 ,6, 259 ,60,5,5, (29),MGM,external,no_fee,52,1,0,0,1," 16,800 ",1,1,0,0,0,0, 432 , 426 ,1369,0, -   ,1,0.049945,0.0504," 3,445 ", 826 ,2, 107 ,3
573291,1,55,0,0," 6,785 ",576," 1,599 ",34," 5,186 ",542," 1,204 "," 2,227 ",132," 2,574 ",46," 2,749 ",88,5,8, 45 ,Unreferred,external,full_fee,47,1,0,0,0, -   ,0,0,0,0,0,0.001," 1,960 "," 1,958 ",968,1, 892 ,0,0,0," 66,753 ", -   ,0," 5,080 ",3
573292,1,35,0,0," 2,686 ",208, 985 ,108," 1,700 ",100, 214 ," 1,229 ",60, 628 ,18, 924 ,88,5,6, (15),Unreferred,spillover,full_fee,9,1,0,0,1," 44,000 ",1,0,0,0,0,0," 2,121 "," 1,892 ",1190,0, -   ,1,0.030894,0.2252," 5,904 "," 6,533 ",4, -   ,0
573293,1,36,0,0," 4,451 ",626," 1,004 ",140," 3,447 ",486, 340 ," 2,156 ",328, 539 ,34, 918 ,110,5,6, 26 ,Affiliates,external,full_fee,10,1,0,0,1," 22,000 ",1,2,1,0,0,0," 1,276 "," 1,095 ",1258,0, -   ,1,0.034234,0.2191," 6,167 ", 461 ,2, 83 ,2
573294,1,36,1,1," 5,022 ",680," 1,499 ",208," 3,523 ",472, 622 ," 3,318 ",424, 337 ,118," 2,539 ",324,0,0, (86),Unreferred,external,full_fee,4,1,0,0,0," 30,667 ",0,0,0,0,0,0," 1,117 "," 1,117 ",1274,0, -   ,1,0.070894,0, -   , -   ,0, -   ,0
573295,1,36,1,1," 3,026 ",250, 687 ,88," 2,339 ",162, 646 ," 1,303 ",120, 875 ,8," 1,033 ",118,0,0, (78),Paid Search,external,full_fee,3,1,0,0,1," 20,000 ",1,0,0,0,0,0," 1,045 "," 1,031 ",1232,0, -   ,1,0.29371,0, -   , -   ,0, -   ,0
573296,2,38,1,0," 8,689 ",600," 4,627 ",218," 4,062 ",382, 944 ," 1,714 ",132," 1,944 ",52," 5,431 ",274,7,7, (3),MGM,spillover,full_fee,114,1,0,0,1," 71,600 ",1,0,0,0,0,0," 1,949 "," 1,949 ",1357,0, -   ,2,0.085572,0, -   , -   ,0, -   ,0
573297,1,34,1,0," 6,938 ",722," 1,284 ",238," 5,654 ",484," 1,470 "," 4,137 ",344," 1,437 ",182," 3,158 ",324,9,20, 39 ,Interactive,external,no_fee,76,1,0,0,1," 64,400 ",1,0,0,0,0,0," 2,795 "," 2,795 ",1334,0, -   ,1,0.109939,0," 2,837 ", -   ,0, 221 ,2
573298,1,45,0,0," 62,529 ",408," 14,829 ",74," 47,703 ",334," 1,067 "," 46,978 ",648, 824 ,12," 50,385 ",154,9,50, 78 ,In House,others,no_fee,13,1,1,0,0," 75,067 ",0,1,1,0,0,0.003," 19,379 "," 19,379 ",1171,0, -   ,1,1.149955,0, -   , -   ,0, -   ,0
573299,1,43,1,1," 23,413 ",1824," 1,554 ",294," 21,860 ",1530," 7,042 "," 10,316 ",1172," 12,795 ",564," 3,909 ",542,9,72, 376 ,Unreferred,external,full_fee,61,1,0,0,0, -   ,0,0,0,0,0,0," 6,853 "," 6,837 ",1327,1," 3,844 ",0,0,0, -   , -   ,0, -   ,0
573300,1,38,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (1),In House,others,no_fee,59,0,0,0,0," 70,000 ",0,0,0,0,0,0, 30 , 30 ,1285,0, -   ,1,0,0, 355 , -   ,0, 4 ,2
573301,1,30,0,1," 1,080 ",92, 361 ,72, 719 ,20, -   , 19 ,4, -   ,0, 784 ,42,4,4, (27),MGM,external,full_fee,2,1,0,0,0," 9,867 ",0,0,0,0,0,0.007, 623 , 618 ,858,0, -   ,1,0.0002,0, -   , -   ,0, -   ,0
573302,1,35,0,0," 2,789 ",78, -   ,0," 2,789 ",78, 270 ," 2,674 ",116," 2,437 ",54, 38 ,2,0,0, (11),MGM,external,reduced_fee,2,1,0,0,0," 13,333 ",0,0,0,0,0,0.004, 41 , 41 ,1068,0, -   ,1,0.269727,0, -   , -   ,0, -   ,0
